Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
142,142,142,142,P-16454,13,9,P-16454,8,1,0,0,1.0,0.125
289,289,289,289,1-1592,1,2,1-1592,32,4,0,0,4.0,0.125
258,258,258,258,1-9516,7,1,1-9516,76,7,0,6,9.447482824325562,0.12430898453059949
13,13,13,13,1-9805,18,6,1-9805,26,2,0,3,3.2237414121627808,0.1239900543139531
190,190,190,190,1-2382,2,21,1-2382,139,15,0,5,17.0395690202713,0.1225868274839662
36,36,36,36,1-2714,1,8,1-2714,61,5,0,6,7.4474828243255615,0.12208988236599282
7,7,7,7,1-8767,18,6,1-8767,48,5,0,2,5.8158276081085205,0.1211630751689275
349,349,349,349,1-3052,7,1,1-3052,166,11,0,22,19.974103689193726,0.12032592583851642
168,168,168,168,1-9655,15,11,1-9655,27,2,0,3,3.2237414121627808,0.11939783008010299
151,151,151,151,1-9870,20,15,1-9870,27,2,0,3,3.2237414121627808,0.11939783008010299
129,129,129,129,1-2573,7,1,1-2573,37,4,0,1,4.40791380405426,0.11913280551498001
4,4,4,4,1-6240,9,10,1-6240,698,42,0,100,82.79138040542603,0.1186122928444499
182,182,182,182,1-7752,22,16,1-7752,29,3,0,1,3.4079138040542603,0.11751426910531931
256,256,256,256,1-9277,7,1,1-9277,48,4,0,4,5.631655216217041,0.11732615033785503
477,477,477,477,1-9055,10,12,1-9055,12,1,0,1,1.4079138040542603,0.11732615033785503
436,436,436,436,1-5161,2,21,1-5161,12,1,0,1,1.4079138040542603,0.11732615033785503
2,2,2,2,MLG17,16,14,MLG17,153,17,0,2,17.81582760810852,0.11644331770005568
510,510,510,510,1-3206,2,21,1-3206,45,4,0,3,5.223741412162781,0.11608314249250624
184,184,184,184,1-8074,3,18,1-8074,145,5,0,29,16.829500317573547,0.11606551943154171
37,37,37,37,1-5508,10,12,1-5508,38,4,0,1,4.40791380405426,0.11599773168563843
376,376,376,376,1-7874,12,5,1-7874,258,18,0,29,29.829500317573547,0.11561821828516879
319,319,319,319,1-3584,14,4,1-3584,26,3,0,0,3.0,0.11538461538461539
72,72,72,72,1-9614,7,1,1-9614,30,3,0,1,3.4079138040542603,0.11359712680180868
29,29,29,29,1-18735,9,10,1-18735,27,1,0,5,3.0395690202713013,0.11257663038041857
515,515,515,515,1-6531,17,3,1-6531,27,1,0,5,3.0395690202713013,0.11257663038041857
164,164,164,164,1-9740,3,18,1-9740,34,3,0,2,3.8158276081085205,0.11223022376789767
382,382,382,382,1-18558,11,23,1-18558,307,26,0,20,34.158276081085205,0.11126474293513096
202,202,202,202,1-8988,5,20,1-8988,29,2,0,3,3.2237414121627808,0.11116349697113037
503,503,503,503,1-9076,2,21,1-9076,9,1,0,0,1.0,0.1111111111111111
41,41,41,41,1-7509,3,18,1-7509,40,4,0,1,4.40791380405426,0.11019784510135651
183,183,183,183,1-9496,11,15,1-9496,39,1,0,8,4.263310432434082,0.10931565211369441
144,144,144,144,1-7744,18,6,1-7744,37,2,0,5,4.039569020271301,0.10917754108841354
368,368,368,368,1-5197,20,15,1-5197,72,5,0,7,7.855396628379822,0.10910273094971974
321,321,321,321,1-5172,21,24,1-5172,120,13,0,0,13.0,0.10833333333333334
540,540,540,540,1-5413,2,21,1-5413,39,3,0,3,4.223741412162781,0.10830106185032772
126,126,126,126,1-8488,2,21,1-8488,23,0,0,6,2.4474828243255615,0.10641229670980702
91,91,91,91,72-12171,9,1,72-12171,19,2,0,0,2.0,0.10526315789473684
63,63,63,63,1-7066,22,16,1-7066,23,2,0,1,2.4079138040542603,0.10469190452409827
484,484,484,484,MLG31,14,20,MLG31,33,1,0,6,3.4474828243255615,0.10446917649471399
373,373,373,373,1-6918,6,13,1-6918,43,2,0,6,4.4474828243255615,0.10342983312385026
523,523,523,523,1-9861,1,8,1-9861,8,0,0,2,0.8158276081085205,0.10197845101356506
231,231,231,231,1-8450,2,21,1-8450,52,2,0,8,5.263310432434082,0.10121750831604004
507,507,507,507,1-6909,10,9,1-6909,36,2,0,4,3.631655216217041,0.10087931156158447
438,438,438,438,MLG10,22,16,MLG10,60,4,0,5,6.039569020271301,0.10065948367118835
516,516,516,516,1-5036,4,7,1-5036,14,1,0,1,1.4079138040542603,0.10056527171816144
460,460,460,460,1-7993,2,21,1-7993,24,2,0,1,2.4079138040542603,0.10032974183559418
313,313,313,313,1-7521,2,21,1-7521,10,1,0,0,1.0,0.1
538,538,538,538,1-9576,15,11,1-9576,10,1,0,0,1.0,0.1
542,542,542,542,1-1191,10,12,1-1191,53,2,0,8,5.263310432434082,0.09930774400819023
143,143,143,143,1-8928,2,21,1-8928,39,1,0,7,3.8553966283798218,0.09885632380461082
76,76,76,76,1-8541,14,4,1-8541,232,18,0,12,22.894965648651123,0.09868519676142726
39,39,39,39,1-7467,19,17,1-7467,64,5,0,3,6.223741412162781,0.09724595956504345
150,150,150,150,1-7005,7,1,1-7005,285,7,0,50,27.395690202713013,0.09612522878144916
207,207,207,207,1-7058,17,23,1-7058,80,4,0,9,7.671224236488342,0.09589030295610428
84,84,84,84,1-18714,10,12,1-18714,32,3,0,0,3.0,0.09375
362,362,362,362,1-1462,7,1,1-1462,192,13,0,11,17.487051844596863,0.091078395023942
108,108,108,108,1-9731,13,9,1-9731,11,1,0,0,1.0,0.09090909090909091
469,469,469,469,1-8578,6,17,1-8578,11,1,0,0,1.0,0.09090909090909091
424,424,424,424,1-4700,19,17,1-4700,31,2,0,2,2.8158276081085205,0.09083314864866195
0,0,0,0,72-0103,13,9,72-0103,71,4,0,6,6.4474828243255615,0.09080961724402199
413,413,413,413,1-8314,5,20,1-8314,36,0,0,8,3.263310432434082,0.09064751201205784
370,370,370,370,MLG62,19,17,MLG62,525,40,0,17,46.934534668922424,0.08939911365509033
133,133,133,133,1-8576,1,8,1-8576,55,2,0,7,4.855396628379822,0.08827993869781495
473,473,473,473,1-9452,11,23,1-9452,16,1,0,1,1.4079138040542603,0.08799461275339127
253,253,253,253,1-4649,7,1,1-4649,244,14,0,18,21.342448472976685,0.0874690511187569
443,443,443,443,1-3447,7,1,1-3447,110,3,0,16,9.526620864868164,0.08660564422607422
474,474,474,474,1-8400,4,7,1-8400,33,2,0,2,2.8158276081085205,0.08532810933662183
44,44,44,44,1-5214,11,23,1-5214,40,3,0,1,3.4079138040542603,0.0851978451013565
68,68,68,68,1-7845,3,18,1-7845,36,1,0,5,3.0395690202713013,0.08443247278531392
124,124,124,124,1-8427,9,10,1-8427,189,6,0,24,15.789931297302246,0.08354461003863622
449,449,449,449,1-1935,8,2,1-1935,12,1,0,0,1.0,0.08333333333333333
113,113,113,113,1-4499,7,1,1-4499,12,1,0,0,1.0,0.08333333333333333
324,324,324,324,1-6734,5,20,1-6734,44,2,0,4,3.631655216217041,0.0825376185503873
300,300,300,300,1-4020,3,18,1-4020,37,1,0,5,3.0395690202713013,0.08215051406138651
535,535,535,535,1-5990,11,23,1-5990,5,0,0,1,0.40791380405426025,0.08158276081085206
553,553,553,553,1-5555,20,15,1-5555,10,0,0,2,0.8158276081085205,0.08158276081085206
444,444,444,444,1-3217,2,21,1-3217,5,0,0,1,0.40791380405426025,0.08158276081085206
254,254,254,254,1-8379,1,8,1-8379,5,0,0,1,0.40791380405426025,0.08158276081085206
388,388,388,388,MLG49,21,24,MLG49,185,15,0,0,15.0,0.08108108108108109
152,152,152,152,1-9500,18,6,1-9500,33,1,0,4,2.631655216217041,0.07974712776415276
344,344,344,344,1-6035,6,20,1-6035,23,1,0,2,1.8158276081085205,0.07894902643950089
402,402,402,402,1-5744,8,2,1-5744,18,1,0,1,1.4079138040542603,0.07821743355857001
529,529,529,529,1-6217,8,2,1-6217,44,3,0,1,3.4079138040542603,0.07745258645577864
247,247,247,247,1-20467,19,17,1-20467,13,1,0,0,1.0,0.07692307692307693
111,111,111,111,1-19897,10,12,1-19897,53,2,0,5,4.039569020271301,0.0762182834013453
435,435,435,435,1-9610,3,18,1-9610,49,0,0,9,3.6712242364883423,0.0749229436018029
442,442,442,442,MLG11,12,5,MLG11,87,2,0,11,6.487051844596863,0.07456381430571106
315,315,315,315,1-1769,20,15,1-1769,89,5,0,4,6.631655216217041,0.07451297995749484
232,232,232,232,1-18371,3,18,1-18371,120,4,0,12,8.894965648651123,0.07412471373875935
497,497,497,497,1-8493,12,15,1-8493,38,2,0,2,2.8158276081085205,0.07410072652917159
25,25,25,25,1-9607,1,8,1-9607,19,1,0,1,1.4079138040542603,0.07410072652917159
99,99,99,99,1-5775,19,17,1-5775,244,7,0,27,18.013672709465027,0.07382652749780749
192,192,192,192,1-9770,3,18,1-9770,50,0,0,9,3.6712242364883423,0.07342448472976684
350,350,350,350,1-2282,2,21,1-2282,219,13,0,7,15.855396628379822,0.07239907136246494
268,268,268,268,MLG44,11,23,MLG44,59,3,0,3,4.223741412162781,0.07158883749428442
306,306,306,306,1-18377,7,1,1-18377,14,1,0,0,1.0,0.07142857142857142
173,173,173,173,1-9588,16,14,1-9588,14,1,0,0,1.0,0.07142857142857142
223,223,223,223,1-0205,5,1,1-0205,34,2,0,1,2.4079138040542603,0.07082099423689
420,420,420,420,1-8172,3,18,1-8172,40,2,0,2,2.8158276081085205,0.07039569020271301
528,528,528,528,1-6718,3,18,1-6718,20,1,0,1,1.4079138040542603,0.07039569020271301
381,381,381,381,1-2335,3,18,1-2335,145,0,0,25,10.197845101356506,0.07032996621625177
98,98,98,98,1-8127,2,21,1-8127,32,1,0,3,2.2237414121627808,0.0694919191300869
137,137,137,137,1-1972,3,18,1-1972,32,1,0,3,2.2237414121627808,0.0694919191300869
365,365,365,365,MLG48,5,20,MLG48,159,6,0,12,10.894965648651123,0.068521796532397
255,255,255,255,1-9946,1,15,1-9946,12,0,0,2,0.8158276081085205,0.06798563400904338
525,525,525,525,1-3175,3,18,1-3175,6,0,0,1,0.40791380405426025,0.06798563400904338
200,200,200,200,1-4634,4,7,1-4634,48,2,0,3,3.2237414121627808,0.06716127942005794
532,532,532,532,1-19447,1,8,1-19447,15,1,0,0,1.0,0.06666666666666667
121,121,121,121,1-7070,15,11,1-7070,129,4,0,11,8.487051844596863,0.06579109957051832
308,308,308,308,1-6743,2,21,1-6743,58,3,0,2,3.8158276081085205,0.06579013117428484
372,372,372,372,1-6916,8,2,1-6916,43,2,0,2,2.8158276081085205,0.06548436297926792
65,65,65,65,1-8659,11,23,1-8659,91,3,0,7,5.855396628379822,0.06434501789428376
303,303,303,303,1-8157,8,2,1-8157,75,4,0,2,4.8158276081085205,0.06421103477478027
421,421,421,421,1-8398,3,18,1-8398,54,1,0,6,3.4474828243255615,0.06384227452454744
419,419,419,419,1-6692,3,18,1-6692,71,0,0,11,4.487051844596863,0.06319791330418116
125,125,125,125,1-8622,4,7,1-8622,54,3,0,1,3.4079138040542603,0.0631095148898937
218,218,218,218,1-9416,6,17,1-9416,13,0,0,2,0.8158276081085205,0.06275596985450158
404,404,404,404,1-4682,21,24,1-4682,16,1,0,0,1.0,0.0625
109,109,109,109,1-9768,3,18,1-9768,241,4,0,27,15.013672709465027,0.06229739713470966
271,271,271,271,1-7897,3,18,1-7897,95,1,0,12,5.894965648651123,0.062052269985801295
128,128,128,128,1-19286,2,21,1-19286,40,2,0,1,2.4079138040542603,0.060197845101356506
301,301,301,301,1-1177,5,24,1-1177,17,1,0,0,1.0,0.058823529411764705
544,544,544,544,1-5799,2,21,1-5799,7,0,0,1,0.40791380405426025,0.05827340057918003
180,180,180,180,1-0037,21,24,1-0037,35,2,0,0,2.0,0.05714285714285714
398,398,398,398,1-0303,21,24,1-0303,212,12,0,0,12.0,0.05660377358490566
136,136,136,136,1-9549,8,2,1-9549,18,1,0,0,1.0,0.05555555555555555
276,276,276,276,1-9495,17,14,1-9495,18,1,0,0,1.0,0.05555555555555555
32,32,32,32,1-0022,19,17,1-0022,18,1,0,0,1.0,0.05555555555555555
335,335,335,335,1-8910,7,1,1-8910,137,5,0,6,7.4474828243255615,0.054361188498726724
456,456,456,456,1-8186,14,4,1-8186,26,1,0,1,1.4079138040542603,0.05415053092516386
56,56,56,56,1-5877,8,2,1-5877,79,1,0,8,4.263310432434082,0.053965954840937747
199,199,199,199,MLG39,1,20,MLG39,23,0,0,3,1.2237414121627808,0.05320614835490351
79,79,79,79,1-9739,2,21,1-9739,31,0,0,4,1.631655216217041,0.052634039232807774
97,97,97,97,1-9237,2,21,1-9237,38,2,0,0,2.0,0.05263157894736842
461,461,461,461,1-9651,21,24,1-9651,38,2,0,0,2.0,0.05263157894736842
417,417,417,417,1-10451,6,13,1-10451,46,2,0,1,2.4079138040542603,0.052345952262049134
557,557,557,557,1-9806,4,7,1-9806,8,0,0,1,0.40791380405426025,0.05098922550678253
213,213,213,213,1-18563,1,8,1-18563,8,0,0,1,0.40791380405426025,0.05098922550678253
389,389,389,389,1-0278,21,24,1-0278,79,4,0,0,4.0,0.05063291139240506
493,493,493,493,1-1836,14,4,1-1836,20,1,0,0,1.0,0.05
165,165,165,165,1-7721,19,17,1-7721,20,1,0,0,1.0,0.05
511,511,511,511,1-9697,9,24,1-9697,20,1,0,0,1.0,0.05
233,233,233,233,MLG07,14,4,MLG07,90,2,0,6,4.4474828243255615,0.04941647582583957
163,163,163,163,1-9137,3,18,1-9137,111,2,0,8,5.263310432434082,0.04741721110300975
361,361,361,361,1-0008,11,23,1-0008,230,1,0,24,10.789931297302246,0.04691274477087933
19,19,19,19,1-2596,17,3,1-2596,35,0,0,4,1.631655216217041,0.04661872046334403
27,27,27,27,1-18409,1,8,1-18409,22,1,0,0,1.0,0.045454545454545456
134,134,134,134,1-9465,2,21,1-9465,18,0,0,2,0.8158276081085205,0.04532375600602892
273,273,273,273,1-3589,2,21,1-3589,27,0,0,3,1.2237414121627808,0.04532375600602892
418,418,418,418,1-6216,7,1,1-6216,45,2,0,0,2.0,0.044444444444444446
62,62,62,62,1-9818,2,21,1-9818,28,0,0,3,1.2237414121627808,0.04370505043438503
171,171,171,171,1-8100,8,2,1-8100,19,0,0,2,0.8158276081085205,0.042938295163606345
347,347,347,347,1-8188,21,24,1-8188,140,6,0,0,6.0,0.04285714285714286
399,399,399,399,MLG60,21,24,MLG60,47,2,0,0,2.0,0.0425531914893617
487,487,487,487,1-6900,3,18,1-6900,67,2,0,2,2.8158276081085205,0.04202727773296299
468,468,468,468,1-6228,7,24,1-6228,48,2,0,0,2.0,0.041666666666666664
16,16,16,16,1-9955,1,8,1-9955,60,0,0,6,2.4474828243255615,0.04079138040542603
481,481,481,481,1-10038,7,1,1-10038,76,1,0,5,3.0395690202713013,0.03999432921409607
513,513,513,513,1-8094,11,23,1-8094,58,1,0,3,2.2237414121627808,0.03834036917522036
195,195,195,195,1-2670,6,13,1-2670,104,3,0,2,3.8158276081085205,0.03669065007796654
521,521,521,521,1-19549,2,21,1-19549,29,1,0,0,1.0,0.034482758620689655
431,431,431,431,1-7614,7,1,1-7614,72,0,0,6,2.4474828243255615,0.03399281700452169
518,518,518,518,1-1850,2,21,1-1850,30,1,0,0,1.0,0.03333333333333333
123,123,123,123,MLG55,21,24,MLG55,92,3,0,0,3.0,0.03260869565217391
409,409,409,409,1-9645,19,17,1-9645,69,1,0,3,2.2237414121627808,0.03222813640815624
304,304,304,304,1-19004,4,7,1-19004,60,1,0,2,1.8158276081085205,0.030263793468475342
489,489,489,489,1-9578,11,23,1-9578,42,0,0,3,1.2237414121627808,0.029136700289590017
51,51,51,51,1-9925,6,13,1-9925,93,1,0,4,2.631655216217041,0.02829736791631227
70,70,70,70,1-2584,12,5,1-2584,36,1,0,0,1.0,0.027777777777777776
61,61,61,61,1-7341,6,13,1-7341,110,1,0,5,3.0395690202713013,0.02763244563883001
90,90,90,90,1-19222,5,20,1-19222,15,0,0,1,0.40791380405426025,0.02719425360361735
83,83,83,83,1-18423,5,20,1-18423,47,0,0,3,1.2237414121627808,0.026037051322612356
405,405,405,405,1-3104,2,21,1-3104,16,0,0,1,0.40791380405426025,0.025494612753391266
67,67,67,67,1-7481,11,23,1-7481,33,0,0,2,0.8158276081085205,0.024722048730561226
26,26,26,26,1-9907,2,21,1-9907,17,0,0,1,0.40791380405426025,0.0239949296502506
17,17,17,17,1-18603,18,6,1-18603,19,0,0,1,0.40791380405426025,0.021469147581803173
210,210,210,210,1-7842,3,18,1-7842,21,0,0,1,0.40791380405426025,0.01942446685972668
54,54,54,54,1-8125,2,21,1-8125,21,0,0,1,0.40791380405426025,0.01942446685972668
458,458,458,458,1-7182,3,18,1-7182,22,0,0,1,0.40791380405426025,0.01854153654792092
205,205,205,205,1-8018,21,24,1-8018,58,1,0,0,1.0,0.017241379310344827
548,548,548,548,1-3087,3,18,1-3087,26,0,0,1,0.40791380405426025,0.015688992463625394
47,47,47,47,1-19547,2,21,1-19547,66,1,0,0,1.0,0.015151515151515152
52,52,52,52,72-12387,15,24,72-12387,71,1,0,0,1.0,0.014084507042253521
432,432,432,432,1-6914,2,21,1-6914,73,1,0,0,1.0,0.0136986301369863
38,38,38,38,1-2104,9,10,1-2104,36,0,0,1,0.40791380405426025,0.01133093900150723
284,284,284,284,1-4136,1,8,1-4136,5,0,0,0,0.0,0.0
181,181,181,181,1-8641,9,10,1-8641,30,0,0,0,0.0,0.0
187,187,187,187,1-7321,12,5,1-7321,7,0,0,0,0.0,0.0
211,211,211,211,1-5406,12,5,1-5406,10,0,0,0,0.0,0.0
508,508,508,508,1-8532,4,7,1-8532,4,0,0,0,0.0,0.0
277,277,277,277,1-4051,15,15,1-4051,5,0,0,0,0.0,0.0
476,476,476,476,1-19205,4,15,1-19205,12,0,0,0,0.0,0.0
179,179,179,179,1-4052,2,21,1-4052,13,0,0,0,0.0,0.0
66,66,66,66,1-7536,1,1,1-7536,17,0,0,0,0.0,0.0
196,196,196,196,1-9646,14,4,1-9646,105,0,0,0,0.0,0.0
212,212,212,212,1-10922,13,9,1-10922,1,0,0,0,0.0,0.0
177,177,177,177,1-10948,16,14,1-10948,2,0,0,0,0.0,0.0
158,158,158,158,1-7599,21,24,1-7599,3,0,0,0,0.0,0.0
155,155,155,155,1-9447,2,21,1-9447,7,0,0,0,0.0,0.0
252,252,252,252,1-21195,16,14,1-21195,1,0,0,0,0.0,0.0
147,147,147,147,1-17657,8,2,1-17657,8,0,0,0,0.0,0.0
242,242,242,242,1-20791,1,8,1-20791,13,0,0,0,0.0,0.0
146,146,146,146,1-7453,11,23,1-7453,13,0,0,0,0.0,0.0
145,145,145,145,MLG06,21,24,MLG06,18,0,0,0,0.0,0.0
75,75,75,75,1-8401,7,1,1-8401,57,0,0,0,0.0,0.0
156,156,156,156,1-8634,15,24,1-8634,10,0,0,0,0.0,0.0
275,275,275,275,1-3216,2,21,1-3216,5,0,0,0,0.0,0.0
219,219,219,219,1-5653,7,1,1-5653,11,0,0,0,0.0,0.0
115,115,115,115,1-3178,16,14,1-3178,6,0,0,0,0.0,0.0
229,229,229,229,1-4361,12,5,1-4361,10,0,0,0,0.0,0.0
118,118,118,118,1-6543,8,2,1-6543,12,0,0,0,0.0,0.0
119,119,119,119,1-5929,1,8,1-5929,4,0,0,0,0.0,0.0
120,120,120,120,1-10232,2,21,1-10232,5,0,0,0,0.0,0.0
262,262,262,262,1-8623,16,14,1-8623,5,0,0,0,0.0,0.0
496,496,496,496,1-3176,2,21,1-3176,3,0,0,0,0.0,0.0
249,249,249,249,1-6931,13,9,1-6931,1,0,0,0,0.0,0.0
492,492,492,492,1-6028,15,11,1-6028,2,0,0,0,0.0,0.0
235,235,235,235,1-8113,6,13,1-8113,9,0,0,0,0.0,0.0
512,512,512,512,1-3033,2,21,1-3033,7,0,0,0,0.0,0.0
107,107,107,107,1-6971,13,9,1-6971,10,0,0,0,0.0,0.0
100,100,100,100,1-19598,8,2,1-19598,11,0,0,0,0.0,0.0
93,93,93,93,1-20003,10,12,1-20003,21,0,0,0,0.0,0.0
110,110,110,110,72-18936,3,18,72-18936,20,0,0,0,0.0,0.0
82,82,82,82,1-17645,13,9,1-17645,9,0,0,0,0.0,0.0
194,194,194,194,1-9253,13,9,1-9253,24,0,0,0,0.0,0.0
78,78,78,78,1-4088,6,13,1-4088,30,0,0,0,0.0,0.0
226,226,226,226,1-9996,7,1,1-9996,28,0,0,0,0.0,0.0
530,530,530,530,1-4847,16,1,1-4847,2,0,0,0,0.0,0.0
28,28,28,28,1-10071,2,21,1-10071,30,0,0,0,0.0,0.0
18,18,18,18,1-3521,11,23,1-3521,22,0,0,0,0.0,0.0
559,559,559,559,1-5914,16,1,1-5914,3,0,0,0,0.0,0.0
135,135,135,135,1-9712,17,3,1-9712,10,0,0,0,0.0,0.0
527,527,527,527,1-5531,7,1,1-5531,8,0,0,0,0.0,0.0
34,34,34,34,1-6642,2,21,1-6642,36,0,0,0,0.0,0.0
21,21,21,21,1-3519,5,20,1-3519,27,0,0,0,0.0,0.0
297,297,297,297,1-8352,19,17,1-8352,1,0,0,0,0.0,0.0
23,23,23,23,1-2025,6,13,1-2025,41,0,0,0,0.0,0.0
49,49,49,49,1-2178,12,4,1-2178,12,0,0,0,0.0,0.0
48,48,48,48,1-0405,21,24,1-0405,64,0,0,0,0.0,0.0
60,60,60,60,1-18202,9,10,1-18202,23,0,0,0,0.0,0.0
509,509,509,509,1-18935,21,24,1-18935,30,0,0,0,0.0,0.0
204,204,204,204,1-9733,1,13,1-9733,4,0,0,0,0.0,0.0
280,280,280,280,1-7608,4,1,1-7608,4,0,0,0,0.0,0.0
550,550,550,550,1-19568,16,1,1-19568,2,0,0,0,0.0,0.0
230,230,230,230,1-3089,18,20,1-3089,16,0,0,0,0.0,0.0
3,3,3,3,1-8222,4,24,1-8222,12,0,0,0,0.0,0.0
50,50,50,50,1-8174,6,13,1-8174,45,0,0,0,0.0,0.0
215,215,215,215,1-19839,4,1,1-19839,13,0,0,0,0.0,0.0
433,433,433,433,1-5654,18,24,1-5654,15,0,0,0,0.0,0.0
20,20,20,20,1-5167,17,3,1-5167,24,0,0,0,0.0,0.0
127,127,127,127,1-9643,5,20,1-9643,8,0,0,0,0.0,0.0
554,554,554,554,1-10444,2,21,1-10444,8,0,0,0,0.0,0.0
77,77,77,77,1-2153,18,13,1-2153,13,0,0,0,0.0,0.0
452,452,452,452,1-8529,3,18,1-8529,56,0,0,0,0.0,0.0
35,35,35,35,1-2869,13,9,1-2869,9,0,0,0,0.0,0.0
323,323,323,323,1-3647,17,3,1-3647,5,0,0,0,0.0,0.0
317,317,317,317,1-10978,13,9,1-10978,1,0,0,0,0.0,0.0
563,563,563,563,1-21192,4,24,1-21192,4,0,0,0,0.0,0.0
45,45,45,45,1-9444,9,10,1-9444,24,0,0,0,0.0,0.0
561,561,561,561,1-9455,1,8,1-9455,2,0,0,0,0.0,0.0
9,9,9,9,1-8020,16,14,1-8020,56,0,0,0,0.0,0.0
46,46,46,46,1-8566,8,2,1-8566,5,0,0,0,0.0,0.0
287,287,287,287,1-9836,13,9,1-9836,5,0,0,0,0.0,0.0
6,6,6,6,1-8021,22,16,1-8021,58,0,0,0,0.0,0.0
325,325,325,325,1-19924,13,9,1-19924,1,0,0,0,0.0,0.0
369,369,369,369,1-6594,2,21,1-6594,70,0,0,0,0.0,0.0
546,546,546,546,1-7527,5,20,1-7527,1,0,0,0,0.0,0.0
556,556,556,556,1-10951,15,11,1-10951,1,0,0,0,0.0,0.0
564,564,564,564,1-9034,3,18,1-9034,3,0,0,0,0.0,0.0
69,69,69,69,1-18498,7,1,1-18498,13,0,0,0,0.0,0.0
565,565,565,565,1-19927,19,17,1-19927,1,0,0,0,0.0,0.0
